cycle_id,capacity_ah
4,1.8233077742149364
6,1.814238465116796
8,1.812859679313087
10,1.814424244673997
12,1.812800333853042
16,1.7946038703195293
20,1.816519171293833
23,1.819833556519024
25,1.816980986440728
27,1.8047602710768988
31,1.802177888140868
35,1.810054375611175
37,1.8191618703574552
39,1.806344581230731
41,1.8120006378747944
43,1.809238569578753
47,1.7820717716005336
51,1.8145504562341048
53,1.809153485164282
55,1.806555150809371
57,1.802401655959492
59,1.7964331683322998
66,1.8088036930508289
68,1.7915527748749651
70,1.7853375192239571
72,1.793209210325309
74,1.7873097711102113
78,1.7700926253324452
