cycle_id,capacity_ah
1,0.1190383185934176
5,0.4729861500927512
7,0.1628079382920206
9,0.4787632853388766
11,0.4711383364607152
13,0.4668172561120673
17,0.4699932676625547
21,0.4627052684317185
23,0.4604944782656097
25,0.4412227248835694
27,0.4435442194396584
29,0.4126655541164234
33,1.7461791006389626
37,1.7695250734505363
39,1.7715391419501945
41,1.770625483958279
43,1.7704040639447296
45,1.769508178880176
49,1.7638356274269416
53,1.7715725869786123
55,1.7701196454489685
57,1.766756975286052
59,1.7648743629092642
61,1.763838685943225
65,1.7657225752056789
67,1.7645632809383045
69,1.7608991948479125
71,1.7598362095817717
73,1.7590955400143164
77,1.7560495443976525
79,1.7571677199949287
81,1.7558911269459976
83,1.7533419072229914
85,1.7506673845335168
89,1.7510006664162403
91,1.7496058853847871
93,1.7477359172183355
95,1.7444225468099093
97,1.743308366083936
101,1.6556691733888471
105,1.64297669457593
107,1.6343822729361266
109,1.62650670621656
111,1.618865991735961
113,1.6114968339209264
117,1.3240805773461226
121,1.3153386221697692
