cycle_id,capacity_ah
3,1.686525555152074
5,1.6624606531639186
7,1.6534010755700512
9,1.6452145903490936
11,1.635664062367341
15,0.0
17,1.6267769765146465
19,1.6159715504743064
21,1.6076028386649623
23,1.6003360401431612
27,1.5978700914991917
29,1.5900310265163515
31,1.5816311155652092
33,1.5714556311034702
35,1.563220798569978
39,1.5606775388245586
41,1.5523886011314287
43,1.5444592876561969
45,1.536558134180655
47,1.5307255867941072
51,1.545242808242328
55,1.5397144491816253
57,1.5305357077773765
59,1.5199735224097084
61,1.5136629526844203
63,1.501287000699295
67,1.5023814734911674
69,1.4980955154277502
71,1.4906542391377111
73,1.484397163943621
75,1.4725321936230114
79,1.4663149382113208
81,1.4671298468877776
83,1.4593858997633138
85,1.4467901368505207
87,1.4390669859638228
91,1.4389892550462602
93,1.4386198779578576
95,1.4313412096653504
97,1.422973037663468
99,1.4150153099745095
103,0.0572172710622218
107,0.0573587470253984
109,0.0574968754544523
111,0.0576308880988852
113,0.0551169133397871
116,0.0674075526574801
118,0.0675676530317139
120,0.0556373104491564
122,0.0682243327610682
124,0.0560524534315144
128,0.0686822013010505
130,0.0687475535334652
132,0.0565143989134748
134,0.0567330718538736
136,0.0694133756360175
140,0.0593176644466495
142,0.0698170725362273
144,0.0574643508969407
146,0.0705377438399369
148,0.0580546605234449
152,0.0708399201529106
154,0.0581718361305258
156,0.0583051571279828
158,0.0584559266936776
160,0.058629861106387
164,0.0589003321838338
168,0.0590646770201104
170,0.0724057998284407
172,0.0725563284689165
174,0.0595922298890959
176,0.0732170902276858
180,0.0598410084998697
182,0.0734434705697157
184,0.0737373960592326
186,0.0603231248972743
188,0.0740961197823434
192,0.0607171505329549
194,0.0608284422939796
196,0.0609288444479822
198,0.0612203873656202
200,0.061336775826916
204,0.0615021959933087
206,0.0615436456229027
208,0.0613682829819075
210,0.0616335088887399
212,0.0619810308759487
216,1.4779954511171076
220,1.494119871447679
222,1.488007820113173
224,1.4748338592717107
226,1.4604378044785566
228,1.452380841576719
232,1.441102888364986
234,1.4300355978410688
236,1.413943296719903
238,1.3972667497450315
240,1.3865375876825874
244,1.3724753685724698
246,1.3598593948812812
248,1.3486733410392264
250,1.3334258933205057
252,1.3387793081075827
256,1.3153320403016997
258,1.322963328110081
260,1.3086991524155074
262,1.2897499583900436
264,1.2906172590904164
268,1.2752011253442166
270,1.268607265737458
272,1.2565759973225976
274,1.2486254509320869
