cycle_id,capacity_ah
2,1.697507332205763
4,1.844701206961174
6,1.8254376674722927
8,1.815750429913437
10,1.8132993337127028
14,1.8151647619660576
16,1.8143317955190057
18,1.801343601809866
20,1.7881558802945825
22,1.7760714604539518
26,1.7852807447597443
28,1.7698116401111978
30,1.7565231680521758
32,1.7543413277348154
34,1.7392875506998715
38,1.7797845109331345
40,1.7657088508465202
42,1.7523941408724169
44,1.7380191225603103
46,1.7312214443143976
50,1.7379128985265808
52,1.7224270683625882
54,1.7184213765608034
56,1.7010220930648232
58,1.693698739563104
62,1.713072721286705
64,1.6976972688567131
66,1.6899314034061208
68,1.685023551367069
70,1.678389965463405
74,1.6737947494868326
76,1.6687898927884717
78,1.6492566306631429
80,1.6409676757039668
82,1.6456360229757092
86,1.654547743574037
88,1.6461201520877546
90,1.6275119188151763
92,1.6200530533464497
94,1.612079811711934
