cycle_id,capacity_ah
2,1.704864107351214
4,1.8940319526948568
6,1.8747686491853093
8,1.8654947184112376
10,1.8527398169018068
14,1.844174397003866
16,1.8430238477512757
18,1.8302818174911863
20,1.8173838456081812
22,1.805799298110468
26,1.8149829605049184
28,1.7995150369321795
30,1.7866516942518147
32,1.7735550719416031
34,1.769995333364443
38,1.799526080374287
40,1.7968530684449833
42,1.7838265504081745
44,1.7696444491040102
46,1.7512940457049684
50,1.7697554297961993
52,1.7547726933914918
54,1.7389166355812984
56,1.7337200518764075
58,1.7150972597500092
62,1.7462926148815636
64,1.719149261914565
66,1.711582246191498
68,1.69510511952259
70,1.7005124371100973
74,1.7080989351250158
76,1.691435430587127
78,1.6844494328889932
80,1.664037581688075
82,1.6686372014231974
86,1.6899344075625968
88,1.669431712846442
90,1.6634226761839213
92,1.643615219594737
94,1.6358000873538243
