cycle_id,capacity_ah
4,1.847011162956716
6,1.8485654344528384
8,1.847111177186175
10,1.8489837601535537
12,1.837012071856044
16,1.817549211247137
20,1.839863822522073
23,1.8430595619731431
25,1.8401871729536057
27,1.8281265632888255
31,1.8253563336445804
35,1.8214180552626156
37,1.830315627968932
39,1.8175491643824844
41,1.810901200296979
43,1.8083032603084237
47,1.7928016149381063
51,1.812563150045885
53,1.807772607491239
55,1.8048055175003967
57,1.800538555899242
59,1.7942356098033032
66,1.807409052434889
68,1.7902504816962077
70,1.7961223845359495
72,1.7912236690350776
74,1.7854822365303245
78,1.7677890780323615
