cycle_id,capacity_ah
1,1.001982588175331
5,1.8011007566288924
7,1.8044229856020628
9,1.804388833772829
11,1.7989248871784247
13,1.792996521672392
17,1.7885507985621891
19,1.7890856930727703
21,1.7893137312833287
23,1.7860759459480868
25,1.7836324249650817
29,1.782972873807272
31,1.7813775963259668
33,1.7785359545932946
35,1.7759043090943398
37,1.7780426649905914
41,1.7830029333591657
43,1.7883000424613875
45,1.779294712578026
47,1.7709235500451854
49,1.7659050180801104
53,1.7826929241469245
57,1.7964662072920203
59,1.7909083533422898
61,1.78518002808874
63,1.7811343176546524
65,1.7755577789223569
69,1.776885870616115
71,1.7713083410378214
73,1.7713348840874137
75,1.766084286640505
77,1.7592793663412327
81,1.7610368813762425
83,1.760242767365706
85,1.7555899416034395
87,1.7545602176655593
89,1.7499108336094895
93,1.7610225525303758
95,1.7624094574337117
97,1.7536170397120676
99,1.746204477519168
101,1.7406176172769725
105,1.750690404425682
109,1.765112055153915
111,1.763188826756488
113,1.985492952897096
117,1.765355730813324
119,1.7571880383127276
121,1.7573770661844437
123,1.7617376127979814
125,1.7606892547636663
129,1.760669562156983
131,1.752963802649152
133,1.750535708024147
135,1.7500761995337284
137,1.7465957802278385
141,1.753614286788707
143,1.750725029920349
145,1.743305349081011
147,1.733662505277619
149,1.7319207051538927
153,1.7428604522751463
155,1.743306971099712
157,1.738524506272696
159,1.7295622663746972
161,1.7273036765742085
165,1.7449370491071912
169,1.7642432071133691
171,1.7504882032049596
173,1.7442710815479925
175,1.7365413923373951
177,1.733223093105756
181,1.73860622908762
183,1.7432134953746192
185,1.7332698214832971
187,1.7298906291663272
189,1.7204403348841348
193,1.724420729012913
195,1.7214872814061166
197,1.7197448773569262
199,1.7164304142145894
201,1.711202925329962
205,1.7102343231599222
207,1.713096882151029
209,1.7103708617208135
211,1.7064617296121434
213,1.7029429979110946
217,1.7072612643840062
219,1.7038637196766078
221,1.7079617948422274
223,1.711302283362779
225,1.714122057472244
229,1.7053324925701605
231,1.6934609472531408
233,1.6905244127230223
235,1.7007774858498304
237,1.6971104467944576
241,1.6997924522951835
243,1.691270477395412
245,1.6857127009469863
247,1.6832093771286156
249,1.692886364169521
253,1.6984668174144633
255,1.6935813413828429
257,1.6830951253781283
259,1.6850462226942986
261,1.6803098840017598
265,1.6944038437227715
267,1.6955686127180103
269,1.6841854728350405
271,1.6722180144870118
273,1.6675976965747183
277,1.6781873787039017
279,2.444062432078656
283,1.6913403148932205
285,1.6802787096613283
287,1.673147301023026
289,1.6704292090032429
291,1.6659903350115992
295,1.664241575272447
297,1.6668450767774965
299,1.6594501560667536
301,1.662412523067319
303,1.66035260832257
307,1.6610231379633236
309,1.6575187557321611
311,1.6507877959674548
313,1.653257006211014
315,1.6494214846772686
319,1.6678591915666705
321,1.670862764324967
323,1.6658118164053368
325,1.6532998517617
327,1.6468787023528522
331,1.6718953249703756
335,1.6807743463585727
337,1.6737717086703074
339,1.6605773762487392
341,1.655987781146086
343,1.646862318389844
347,1.6574621175432849
349,1.6603991175216894
351,1.6460789092837111
353,1.6408366462659327
355,1.63444089202816
359,1.6374039186504212
361,1.64738207540524
363,1.6545646441622357
365,1.640896560729935
367,1.6265229979339637
371,1.6217349144630455
373,1.6248200059639546
375,1.61880119736137
377,1.6137350490334217
379,1.612012823654141
383,1.6671032556887178
387,1.6850133383886254
389,1.6786654987614698
391,1.6729763502191373
393,1.666489034299654
395,1.6698420840710908
399,1.6746744228027035
401,1.6665045335145643
403,1.652222084834727
405,1.6462718275099526
407,1.642399234692521
411,1.651178607099992
413,1.6481683120281931
415,1.6478887725428395
417,1.635843650915682
419,1.6332362811945516
423,1.629926467682987
425,1.6387862629287224
427,1.6359654863840771
429,1.631137043967566
431,1.6220189720888465
435,1.6416044978422155
439,1.6253090231457803
441,1.6196134522239485
443,1.6124236174774371
445,1.6077701029913394
447,1.6088077531981582
451,1.6083556258734268
453,1.606820251901154
455,1.601770977206713
457,1.594911734692208
459,1.5938139125387372
463,1.5920273129504596
465,1.5847361549778751
467,1.5763429363936798
469,1.5720229174642286
471,1.5729874285512353
475,1.596985400389019
477,1.595726023703856
479,1.579500338340559
481,1.5629469877520186
483,1.5591129431541175
