cycle_id,capacity_ah
1,0.8980573709676724
5,1.1026236331914077
7,1.0885801879473431
9,1.0613249847591086
11,1.0347062057983545
13,1.0269978594353013
17,1.078501971098942
21,1.0638897478802845
23,1.0366551223324425
25,1.030941327482094
27,1.0140084541034655
29,1.008516095994519
33,1.7419245088095905
37,1.779741859708433
39,1.7815666306452766
41,1.7834859577156017
43,1.7864411650415677
45,1.7859997608067948
49,1.7769523773001608
53,1.781428917321899
55,1.7859452772697195
57,1.785208429691551
59,1.783596609584544
61,1.7796783152744713
65,1.7841102592788645
67,1.7833032331592191
69,1.7796186141356956
71,1.7816592334352586
73,1.7775911304124037
77,1.777701881971679
79,1.7789547618270618
81,1.7807753731135043
83,1.778415319026661
85,1.7789773899108463
89,1.7792479347236043
91,1.777920457368508
93,1.779227040224144
95,1.7760634320079352
97,1.775103937963957
101,1.733064100138742
105,1.7394892806215223
107,1.7378064360392924
109,1.730028145799833
111,1.7290404566542985
113,1.7286072907068817
117,1.52573884649634
121,1.5301475534434217
