cycle_id,capacity_ah
1,0.0684257224060181
5,0.6895699007862814
7,1.1610848192311252
9,1.2529393053824995
11,1.302918002447558
13,1.3218773211472523
17,1.2884694418301417
19,1.713169326386719
21,1.6560966776720512
23,1.6197297341990775
25,1.604655812282729
29,1.6255699769029337
31,1.5900967306245992
33,1.5739402299623984
35,1.5711303351557309
37,1.5897706153457416
41,1.6257378771074
43,1.6523506333962537
45,1.6143816761595386
47,1.58697453394504
49,1.5818355572787333
53,1.6919769406371152
57,1.6879483800354476
59,1.6586223007531458
61,1.6420179032789863
63,1.6381810791118745
65,1.6422892507912386
69,1.651270876264092
71,1.6326559297917211
73,1.6260888111680731
75,1.6079292963823688
77,1.6125361114907395
81,1.6218384168987892
83,1.6145443029101134
85,1.5953958917107596
87,1.5877243027113055
89,1.5811840578305605
93,1.6128422608267754
95,1.61998606328022
97,1.6099381853611876
99,1.577097753956516
101,1.5708599066554392
105,1.6261581345348248
109,1.6348129972245726
111,1.611705363734261
113,1.8851401699720665
117,1.6584957887780232
119,1.62418934644937
121,1.604172098856364
123,1.6080016740907346
125,1.6256752138435595
129,1.617632765910718
131,1.5973191489094265
133,1.5875852250170606
135,1.5802530015403684
137,1.583036530487776
141,1.6027138832797037
143,1.5930709154513834
145,1.5448888685020246
147,1.5352188565640517
149,1.5252677314227332
153,1.5559492005453626
155,1.564802943842715
157,1.5518620461881203
159,1.5144550545105004
161,1.5051936202146428
165,1.605823969917045
169,1.6249005195877049
171,1.589785130036615
173,1.5552386152299904
175,1.539756404636803
177,1.5293174002138357
181,1.547680553576876
183,1.5659920939439786
185,1.5416252851780503
187,1.517590655990168
189,1.5075202042593092
193,1.49549282626034
195,1.4997618811573148
197,1.4906966807803954
199,1.4800999425051866
201,1.4676091496100632
205,1.4729818491920503
207,1.4742872137206404
209,1.4635162808346138
211,1.4527095680488362
213,1.4557303847230247
217,1.459740099618568
219,1.448711504158192
221,1.4666759762884336
223,1.4689502109504418
225,1.471116588522042
229,1.4473012364654927
231,1.4205315547561643
233,1.4241466094817417
235,1.4412820083364295
237,1.4448965388921615
241,1.4540256354795746
243,1.4226030447542912
245,1.410196954589097
247,1.4144881298999457
249,1.431360032946153
253,1.4515133236517528
255,1.4230376757726733
257,1.396298696255913
259,1.3979060730399124
261,1.4011347560096767
265,1.436782528945267
267,1.4370006879546382
269,1.410355528453481
271,1.382633397996189
273,1.3699403583067564
277,1.3786129327882322
279,1.8035959863147195
283,1.4234424290662009
285,1.3946003892958665
287,1.3961613987822286
289,1.384968608315797
291,1.3715114742475478
295,1.3616865084879255
297,1.3796301360966086
299,1.364231776003204
301,1.3418414512081456
303,1.355221569579225
307,1.3403860264029774
309,1.3594078914195438
311,1.3457100861355502
313,1.3477611420854358
315,1.335482103134067
319,1.353154941842234
321,1.3709677706044292
323,1.357426672491866
325,1.3443678821106904
327,1.33005823859453
331,1.4033641858066626
335,1.3865570950229378
337,1.3704138176872631
339,1.325319393635713
341,0.8439684993200656
343,0.298661803715835
347,0.2344867974702557
349,0.2025633038072582
351,0.2353199565407024
353,0.2355042783748287
355,0.4304242256752923
359,0.4643633320269643
361,0.3994839380247729
363,1.461469789426299
365,1.4150999545382532
367,1.383632373873956
371,1.3705402893609833
373,1.3557042566115398
375,1.3578385793919765
377,1.3609083979571397
379,1.3495626547684758
383,1.1888877132486642
387,1.5041493934608643
389,1.4899088638712767
391,1.475330178643193
393,1.459830765413703
395,1.4474169057725728
399,1.4676323674647154
401,1.441552493165527
403,1.418392873584403
405,1.4031824838852518
407,1.3911104661211642
411,1.4086019958134537
413,1.413770890394895
415,1.412472234540845
417,1.3831900026575588
419,1.3646098107432565
423,1.369751365782437
425,1.3867946911071662
427,1.3918615875742792
429,1.377162352180965
431,1.3599525359390852
435,1.379779043170725
439,1.3631373661966442
441,1.3652295228794809
443,1.3498620694059131
445,1.3529504172332432
447,1.3535740542605128
451,1.3432225183905024
453,1.3412081769053426
455,1.3277389969987805
457,1.329778900445409
459,1.3356045028702497
463,1.3177489685711123
465,1.317605472474197
467,1.3185279522072382
469,1.3215397269813982
471,1.3046615372928705
475,1.3280324770208678
477,1.3634549770713926
479,1.3291316747402466
481,1.3124201086917682
483,1.3152825503676355
