cycle_id,capacity_ah
1,0.6734628137095633
5,0.7913062105760345
7,0.7865824034601745
9,0.7795871426061582
11,0.7628241523125163
13,0.7405021514606399
17,0.7783970881100656
21,0.7733165409025605
23,0.7589575236409498
25,0.7407399462256391
27,0.7446218752617147
29,0.7149875629820736
33,1.7075144448533202
37,1.730880859428193
39,1.7328212845233328
41,1.7317734323431513
43,1.7341296392350067
45,1.7334756929990074
49,1.7243057179457877
53,1.7318975861687205
55,1.7333691208377455
57,1.732175650153278
59,1.7334832776102866
61,1.732372495746513
65,1.7338175297202416
67,1.7329630786357868
69,1.731883908457334
71,1.7306960059812662
73,1.7296011601947467
77,1.7296187381064656
79,1.7307198617163877
81,1.729274556175907
83,1.7297962212599596
85,1.7268942069037494
89,1.7272191689306016
91,1.7285674981160106
93,1.726636381605547
95,1.7262424141835069
97,1.72527259276029
101,1.666802687745505
105,1.666754853762041
107,1.6583274448761054
109,1.65032263550715
111,1.6493406341242296
113,1.641919055037739
117,0.425812451177779
121,0.5569902643736575
